userID,itemID,rating
45,95,1
45,2896,1
45,208,1
45,2521,1
45,320,1
45,2923,1
45,634,1
46,2813,1
46,243,1
46,795,1
46,233,1
46,1028,1
46,790,1
46,319,1
46,345,1
46,128,1
46,2240,1
46,831,1
46,2399,1
46,58,1
46,2461,1
46,2920,1
46,1466,1
46,613,1
46,390,1
46,792,1
47,2621,1
47,1056,1
47,2006,1
47,2562,1
47,209,1
47,2303,1
47,394,1
47,265,1
47,2255,1
47,380,1
47,2935,1
47,306,1
47,542,1
48,1930,1
48,2170,1
48,2129,1
48,2766,1
48,112,1
48,2057,1
48,2016,1
48,1841,1
49,1860,1
49,647,1
49,4,1
49,658,1
49,3007,1
49,72,1
49,472,1
49,2669,1
49,250,1
49,449,1
49,2162,1
49,538,1
49,2006,1
49,2070,1
49,1949,1
49,646,1
49,2858,1
50,544,1
50,250,1
50,507,1
50,1616,1
50,1083,1
50,618,1
50,318,1
50,1490,1
50,2815,1
50,1608,1
50,394,1
50,379,1
50,329,1
50,1529,1
50,1698,1
51,2736,1
51,2224,1
51,203,1
52,2108,1
52,488,1
52,652,1
52,283,1
52,2133,1
52,565,1
52,700,1
52,511,1
52,2321,1
53,2635,1
53,463,1
53,626,1
53,635,1
53,633,1
53,631,1
53,2825,1
53,510,1
53,553,1
53,2555,1
53,548,1
53,479,1
53,544,1
53,629,1
53,683,1
54,2003,1
55,2229,1
55,2562,1
55,2098,1
55,5,1
55,2327,1
55,1975,1
56,2671,1
56,2517,1
56,2853,1
56,5,1
56,1244,1
56,351,1
56,1231,1
56,1038,1
57,500,1
57,5,1
57,283,1
57,2663,1
57,375,1
57,2336,1
57,2427,1
58,2054,1
59,1966,1
59,26,1
59,297,1
59,237,1
60,255,1
60,1530,1
60,135,1
60,1688,1
60,1102,1
60,2714,1
61,61,1
61,203,1
61,2495,1
61,265,1
62,2370,1
62,2496,1
63,652,1
63,2834,1
63,1123,1
63,2781,1
63,2247,1
63,160,1
64,2047,1
64,2651,1
64,3009,1
64,1220,1
64,112,1
64,2109,1
64,1638,1
64,284,1
64,2472,1
64,801,1
64,5,1
64,2329,1
64,196,1
65,2163,1
65,2466,1
65,2111,1
65,535,1
65,567,1
65,590,1
65,539,1
65,427,1
65,2141,1
65,292,1
65,557,1
65,387,1
65,510,1
65,646,1
65,443,1
65,556,1
65,2127,1
65,479,1
65,1887,1
65,229,1
65,177,1
65,2774,1
65,250,1
65,2339,1
65,417,1
65,325,1
65,625,1
66,1793,1
66,1895,1
66,1876,1
66,2442,1
66,2284,1
66,234,1
67,405,1
67,2686,1
67,1653,1
67,343,1
67,2854,1
67,1489,1
67,995,1
67,112,1
67,2879,1
67,1949,1
67,526,1
67,2956,1
67,363,1
67,175,1
68,355,1
68,3029,1
69,2195,1
69,1265,1
69,364,1
69,5,1
70,466,1
70,153,1
70,2366,1
70,5,1
70,190,1
70,217,1
70,189,1
70,443,1
70,263,1
70,250,1
70,2466,1
70,243,1
70,58,1
70,211,1
70,320,1
71,611,1
71,1481,1
71,1882,1
71,2095,1
72,314,1
72,679,1
72,2437,1
72,2806,1
72,469,1
72,2520,1
73,2427,1
73,2376,1
73,1881,1
73,608,1
73,306,1
73,130,1
74,372,1
74,2669,1
74,42,1
74,260,1
74,599,1
74,363,1
74,2895,1
74,2334,1
75,2333,1
75,2400,1
76,434,1
76,2545,1
76,196,1
76,2234,1
76,75,1
76,388,1
76,2267,1
76,461,1
76,2568,1
76,320,1
76,6,1
76,197,1
76,2535,1
76,314,1
76,1713,1
76,274,1
77,2544,1
77,403,1
77,169,1
77,29,1
77,6,1
78,466,1
78,1066,1
78,250,1
79,2952,1
79,2566,1
79,2453,1
79,2816,1
79,2953,1
79,2466,1
79,2008,1
80,6,1
80,214,1
81,231,1
81,210,1
81,35,1
81,565,1
82,2031,1
82,2669,1
82,2913,1
82,2282,1
82,2736,1
82,2421,1
82,6,1
82,2915,1
83,211,1
83,2522,1
83,821,1
83,467,1
83,6,1
83,152,1
83,1283,1
83,1984,1
83,243,1
83,210,1
83,141,1
83,684,1
83,2547,1
83,314,1
84,915,1
84,2382,1
84,1790,1
84,2466,1
84,265,1
84,2596,1
84,2471,1
84,1983,1
84,2670,1
84,2407,1
84,1107,1
84,950,1
84,191,1
84,2606,1
84,2463,1
85,224,1
85,292,1
85,565,1
86,2392,1
86,1728,1
86,2712,1
86,649,1
86,133,1
86,65,1
86,675,1
86,454,1
87,1526,1
87,262,1
87,2908,1
87,2280,1
87,2209,1
88,1818,1
88,55,1
88,2053,1
88,16,1
89,429,1
89,1431,1
89,558,1
89,461,1
89,382,1
89,968,1
90,2900,1
90,2021,1
90,1816,1
90,1989,1
91,1218,1
91,1077,1
91,1002,1
91,1113,1
92,2242,1
92,215,1
92,530,1
92,697,1
92,38,1
92,49,1
92,3011,1
92,2742,1
92,682,1
93,1364,1
93,3018,1
93,2042,1
93,886,1
93,309,1
93,1048,1
93,2017,1
93,2729,1
94,2515,1
94,245,1
94,2903,1
94,83,1
94,815,1
94,270,1
94,196,1
94,233,1
94,41,1
94,1320,1
94,310,1
94,2024,1
94,599,1
94,1648,1
94,1076,1
94,2845,1
94,597,1
95,140,1
95,40,1
96,233,1
96,1874,1
96,2116,1
96,318,1
96,360,1
96,2010,1
96,453,1
96,467,1
96,131,1
96,305,1
96,2067,1
96,320,1
96,441,1
96,650,1
97,1488,1
97,2787,1
97,1949,1
97,1936,1
97,1529,1
97,2210,1
97,2235,1
97,2660,1
97,1218,1
97,2731,1
97,362,1
97,1031,1
97,814,1
98,2969,1
98,2568,1
98,1162,1
98,2495,1
98,2546,1
98,434,1
98,208,1
98,173,1
99,467,1
99,363,1
100,941,1
100,3028,1
100,1933,1
100,1534,1
100,1578,1
100,2167,1
101,2327,1
102,2589,1
102,960,1
102,1663,1
102,2420,1
102,2745,1
102,8,1
102,2626,1
102,63,1
103,84,1
103,403,1
103,830,1
103,85,1
103,2252,1
103,796,1
104,196,1
104,2381,1
104,2591,1
105,2173,1
105,2090,1
105,503,1
105,2067,1
105,2350,1
105,899,1
105,1764,1
105,1021,1
105,2161,1
105,738,1
105,1860,1
105,843,1
105,2007,1
105,339,1
105,510,1
105,356,1
105,544,1
105,896,1
106,2821,1
106,278,1
106,146,1
106,2056,1
107,71,1
107,2702,1
107,2814,1
107,2778,1
108,361,1
108,1011,1
108,470,1
108,685,1
108,2908,1
108,1784,1
108,2558,1
108,2549,1
108,610,1
108,1927,1
108,2338,1
108,543,1
109,337,1
109,553,1
109,650,1
109,1913,1
109,2418,1
109,2110,1
109,339,1
109,141,1
109,451,1
109,2555,1
109,352,1
109,2207,1
109,2881,1
109,1984,1
109,8,1
109,2466,1
109,2932,1
109,2009,1
109,364,1
110,250,1
110,2830,1
110,373,1
110,469,1
110,40,1
110,3013,1
110,886,1
111,187,1
111,8,1
112,2479,1
113,2465,1
113,941,1
113,75,1
113,920,1
113,8,1
113,385,1
113,1137,1
114,2924,1
114,1700,1
114,8,1
114,459,1
114,2691,1
115,555,1
115,65,1
115,2040,1
115,1992,1
115,233,1
115,1913,1
116,1581,1
116,2492,1
116,526,1
116,209,1
116,467,1
116,367,1
116,396,1
116,229,1
116,571,1
116,564,1
116,329,1
117,472,1
117,2675,1
117,2804,1
117,392,1
117,321,1
117,2376,1
117,2863,1
117,2518,1
118,2631,1
118,1082,1
118,2692,1
118,1012,1
118,2440,1
118,591,1
118,1404,1
118,2742,1
118,1560,1
118,1448,1
118,2533,1
118,2435,1
118,220,1
118,2907,1
118,2466,1
118,1328,1
119,126,1
119,495,1
119,474,1
120,42,1
120,9,1
121,297,1
121,2469,1
121,551,1
121,476,1
122,2425,1
122,9,1
122,2382,1
122,1971,1
122,2669,1
122,2858,1
122,2177,1
122,2690,1
122,2390,1
122,863,1
122,2494,1
122,2652,1
122,2229,1
122,2836,1
122,2777,1
122,2346,1
122,1895,1
122,2779,1
123,244,1
123,1634,1
123,14,1
124,814,1
125,1999,1
125,2056,1
125,2617,1
126,1931,1
126,140,1
126,337,1
126,317,1
126,361,1
126,2468,1
126,408,1
126,276,1
126,1183,1
126,360,1
126,487,1
126,1099,1
126,233,1
126,210,1
126,42,1
127,118,1
127,156,1
127,46,1
128,2354,1
128,2683,1
128,2652,1
128,318,1
128,173,1
128,237,1
128,33,1
128,599,1
128,2283,1
128,2024,1
128,618,1
128,85,1
128,337,1
128,2647,1
129,614,1
129,544,1
129,1485,1
129,649,1
129,134,1
129,2088,1
129,338,1
129,2487,1
129,2651,1
129,175,1
129,442,1
129,2300,1
129,266,1
129,160,1
130,661,1
130,467,1
130,2644,1
130,13,1
130,2429,1
131,2485,1
131,2987,1
131,672,1
131,691,1
132,2029,1
132,1845,1
132,1794,1
133,10,1
133,39,1
133,692,1
134,2965,1
134,11,1
134,591,1
134,2057,1
134,1766,1
134,2167,1
134,2330,1
134,2404,1
134,467,1
134,64,1
135,2284,1
135,443,1
135,125,1
135,116,1
135,344,1
135,477,1
136,1918,1
136,1845,1
136,298,1
137,17,1
137,477,1
138,1833,1
138,10,1
139,467,1
139,949,1
139,2115,1
139,2696,1
139,75,1
139,1565,1
139,2174,1
139,398,1
139,250,1
139,96,1
139,52,1
139,2156,1
139,2173,1
139,2547,1
139,1621,1
139,10,1
139,469,1
139,2890,1
139,255,1
139,1534,1
140,2635,1
140,2839,1
140,112,1
140,73,1
141,2367,1
141,2673,1
141,1673,1
141,2204,1
141,863,1
141,439,1
141,556,1
141,525,1
141,2638,1
141,1550,1
141,1468,1
141,286,1
141,1320,1
141,429,1
141,2593,1
141,2481,1
142,139,1
142,626,1
143,2077,1
143,469,1
143,820,1
143,2537,1
143,84,1
143,2705,1
143,249,1
143,283,1
144,1735,1
144,1747,1
144,2897,1
144,218,1
144,1083,1
144,2025,1
144,1738,1
144,353,1
144,2986,1
144,977,1
145,244,1
145,604,1
145,23,1
145,85,1
145,151,1
145,42,1
146,58,1
146,504,1
146,72,1
146,2559,1
146,2342,1
146,1356,1
146,840,1
146,270,1
146,2514,1
146,134,1
146,2351,1
146,2062,1
146,2051,1
147,149,1
147,2138,1
147,2528,1
148,2880,1
148,78,1
148,81,1
148,641,1
148,2218,1
148,555,1
148,634,1
149,445,1
149,184,1
149,781,1
149,233,1
149,258,1
149,1896,1
149,619,1
149,1233,1
149,2875,1
149,2737,1
149,1286,1
149,481,1
149,248,1
149,542,1
150,152,1
150,2444,1
150,331,1
150,2545,1
150,2670,1
150,652,1
150,299,1
150,262,1
150,68,1
150,2210,1
150,597,1
150,2419,1
150,362,1
150,360,1
150,553,1
150,510,1
150,470,1
150,42,1
150,109,1
150,220,1
150,1545,1
150,184,1
150,2364,1
150,80,1
150,512,1
150,1882,1
150,687,1
151,2473,1
151,1558,1
151,58,1
151,2256,1
151,556,1
151,861,1
151,2183,1
151,1996,1
151,955,1
151,353,1
151,419,1
151,842,1
151,288,1
151,558,1
151,1768,1
151,210,1
151,2116,1
151,442,1
151,2590,1
151,2887,1
151,564,1
151,969,1
151,1957,1
151,344,1
151,2437,1
151,2234,1
151,3032,1
151,1808,1
151,1859,1
151,1147,1
151,40,1
151,1782,1
152,91,1
152,107,1
152,273,1
152,2255,1
152,2280,1
153,2679,1
154,12,1
154,2902,1
155,2257,1
155,1727,1
155,766,1
155,1841,1
156,736,1
156,514,1
156,857,1
156,504,1
157,112,1
157,12,1
157,750,1
158,151,1
158,320,1
158,50,1
158,350,1
158,2860,1
158,426,1
158,2089,1
158,552,1
160,1981,1
161,693,1
161,459,1
161,230,1
161,113,1
161,270,1
161,709,1
161,262,1
161,260,1
162,528,1
162,340,1
162,12,1
162,334,1
162,346,1
162,2112,1
162,467,1
162,911,1
162,1983,1
163,12,1
163,2260,1
163,112,1
163,419,1
163,1252,1
163,255,1
163,863,1
163,2718,1
163,1385,1
163,900,1
163,67,1
164,12,1
164,2873,1
164,1713,1
164,749,1
164,1794,1
164,1907,1
164,2444,1
165,1420,1
165,2545,1
165,1478,1
165,2530,1
165,1485,1
165,2706,1
165,291,1
165,75,1
165,999,1
165,1240,1
166,2718,1
166,992,1
166,342,1
166,1483,1
166,1062,1
166,1277,1
167,196,1
167,12,1
167,2942,1
168,1821,1
168,376,1
168,122,1
170,916,1
170,666,1
170,197,1
170,2153,1
170,2010,1
170,137,1
170,608,1
170,2178,1
170,2458,1
170,2870,1
170,180,1
171,340,1
171,2016,1
171,242,1
171,2202,1
171,2512,1
171,189,1
171,2385,1
171,13,1
171,2429,1
171,3017,1
171,2321,1
172,2779,1
172,288,1
172,52,1
172,163,1
172,628,1
172,612,1
172,616,1
172,2870,1
172,602,1
172,566,1
172,550,1
172,563,1
172,2293,1
172,596,1
173,405,1
173,241,1
173,13,1
173,2277,1
173,346,1
173,2716,1
173,461,1
174,1815,1
174,1948,1
175,2333,1
175,312,1
175,365,1
175,470,1
175,366,1
175,1891,1
175,195,1
175,499,1
175,2067,1
175,1477,1
175,1515,1
175,2670,1
175,2147,1
175,1884,1
175,382,1
176,626,1
176,699,1
176,2607,1
176,636,1
176,2633,1
176,2167,1
176,2178,1
176,2247,1
176,443,1
176,2687,1
176,1949,1
176,388,1
176,320,1
177,2816,1
177,612,1
177,3014,1
177,155,1
177,694,1
177,2060,1
177,2812,1
177,403,1
177,1949,1
178,39,1
178,569,1
178,215,1
178,267,1
178,527,1
178,645,1
178,393,1
178,725,1
178,96,1
178,488,1
178,349,1
178,706,1
178,363,1
178,361,1
178,493,1
178,728,1
178,492,1
178,459,1
179,141,1
179,123,1
179,1957,1
179,1984,1
180,2015,1
180,419,1
180,540,1
180,467,1
180,2748,1
181,65,1
181,1794,1
181,30,1
182,388,1
182,1875,1
182,1848,1
183,1777,1
183,1783,1
183,1868,1
183,1880,1
184,2443,1
184,1913,1
184,45,1
185,2081,1
185,605,1
186,439,1
186,500,1
186,306,1
186,447,1
187,96,1
187,2520,1
187,2666,1
187,1444,1
187,467,1
187,2875,1
187,1590,1
187,1406,1
187,70,1
187,43,1
187,591,1
187,65,1
187,191,1
187,412,1
187,2772,1
187,190,1
187,1312,1
187,2307,1
187,16,1
187,32,1
187,687,1
188,496,1
188,2633,1
189,2185,1
189,866,1
189,350,1
189,357,1
189,796,1
189,2172,1
189,2339,1
189,2564,1
189,391,1
189,791,1
190,2559,1
190,453,1
190,530,1
190,2480,1
191,1997,1
192,15,1
192,1764,1
193,599,1
193,444,1
193,383,1
193,701,1
193,552,1
193,702,1
193,2346,1
193,560,1
193,3012,1
193,497,1
193,1920,1
193,613,1
193,211,1
194,16,1
194,1772,1
194,1761,1
195,336,1
195,450,1
195,16,1
196,335,1
196,2339,1
196,814,1
196,2535,1
196,2600,1
196,2652,1
196,2657,1
196,512,1
196,355,1
196,2573,1
196,2777,1
197,1896,1
197,1816,1
197,1946,1
197,126,1
197,97,1
197,1787,1
198,2607,1
198,287,1
198,619,1
198,2905,1
198,990,1
198,628,1
198,2859,1
198,2111,1
198,353,1
198,546,1
198,321,1
198,534,1
198,1722,1
198,2154,1
198,343,1
198,231,1
198,620,1
198,2657,1
198,1994,1
198,556,1
198,2110,1
198,604,1
199,186,1
199,2353,1
199,205,1
199,39,1
199,119,1
199,2523,1
200,1269,1
200,514,1
200,2006,1
200,1251,1
201,635,1
201,564,1
201,2546,1
201,293,1
201,625,1
201,352,1
201,350,1
201,782,1
201,52,1
201,210,1
202,1739,1
202,2908,1
202,2548,1
202,1257,1
202,1547,1
202,145,1
202,2294,1
202,2731,1
203,495,1
203,494,1
204,299,1
204,16,1
204,261,1
205,619,1
205,621,1
205,2596,1
205,2657,1
205,2829,1
205,2306,1
205,2442,1
206,1241,1
206,999,1
206,814,1
207,258,1
207,483,1
207,96,1
207,263,1
207,546,1
207,1766,1
207,2264,1
207,59,1
207,276,1
208,438,1
208,94,1
209,1995,1
209,135,1
209,2177,1
210,623,1
210,378,1
210,460,1
210,624,1
210,36,1
210,2295,1
210,461,1
210,2354,1
210,243,1
210,2842,1
210,337,1
211,178,1
211,17,1
211,528,1
211,18,1
212,553,1
212,2525,1
212,1817,1
212,233,1
212,2816,1
212,2716,1
212,2402,1
212,2593,1
212,2070,1
212,2134,1
212,2072,1
212,213,1
212,2592,1
213,360,1
213,2189,1
213,2086,1
213,1935,1
213,2067,1
213,144,1
213,599,1
213,2162,1
213,17,1
213,580,1
213,2008,1
214,156,1
214,515,1
215,283,1
215,277,1
215,622,1
215,2001,1
215,179,1
215,2053,1
215,164,1
215,387,1
215,2081,1
215,3032,1
215,380,1
216,1949,1
216,2746,1
216,18,1
216,2596,1
216,391,1
216,367,1
216,2660,1
217,91,1
217,2699,1
217,2265,1
217,569,1
217,2543,1
217,2728,1
217,1604,1
217,2366,1
217,174,1
217,1762,1
217,419,1
217,2811,1
217,292,1
217,564,1
217,154,1
218,18,1
218,2483,1
218,2304,1
219,1852,1
219,1865,1
219,143,1
221,604,1
221,2284,1
221,1870,1
221,558,1
222,2683,1
222,395,1
222,473,1
223,164,1
223,342,1
223,2585,1
223,1034,1
223,2578,1
223,1069,1
223,1914,1
223,2385,1
224,154,1
224,488,1
224,48,1
224,1768,1
225,606,1
225,2693,1
225,540,1
225,643,1
225,416,1
225,567,1
225,602,1
225,507,1
225,1544,1
225,33,1
225,302,1
225,972,1
225,2168,1
225,1243,1
225,1551,1
225,1497,1
225,21,1
225,2912,1
225,631,1
225,2909,1
225,1600,1
225,534,1
225,1024,1
225,633,1
225,2910,1
225,2790,1
226,208,1
226,2754,1
226,3015,1
226,250,1
226,2289,1
226,2779,1
226,479,1
226,2804,1
226,2885,1
226,544,1
226,1765,1
226,2890,1
226,2359,1
226,2167,1
226,2467,1
226,819,1
226,2441,1
226,404,1
226,1779,1
226,2071,1
227,802,1
227,959,1
227,250,1
227,2747,1
227,1488,1
227,2468,1
227,778,1
227,1328,1
227,647,1
227,2530,1
227,962,1
227,1344,1
227,2980,1
227,375,1
227,1633,1
227,508,1
227,903,1
227,1046,1
228,846,1
228,386,1
228,647,1
228,644,1
228,1917,1
228,2565,1
228,277,1
228,2916,1
228,1494,1
228,1084,1
228,2863,1
228,537,1
228,553,1
228,1169,1
228,549,1
228,481,1
228,2110,1
228,646,1
228,321,1
228,590,1
228,2509,1
228,228,1
228,2018,1
228,2849,1
228,227,1
228,532,1
228,1709,1
228,972,1
228,304,1
228,536,1
228,2870,1
228,548,1
228,658,1
228,443,1
228,1510,1
228,2912,1
228,1860,1
228,525,1
228,302,1
228,2076,1
228,593,1
229,1110,1
229,352,1
229,1479,1
229,165,1
229,1931,1
229,1053,1
229,20,1
229,1190,1
229,1423,1
229,1179,1
229,1672,1
229,2345,1
229,1554,1
229,618,1
229,948,1
230,1416,1
230,304,1
230,21,1
230,997,1
230,251,1
230,1035,1
230,2692,1
230,2102,1
231,1067,1
231,889,1
231,1331,1
231,857,1
231,2825,1
231,813,1
231,1403,1
231,930,1
231,847,1
231,1551,1
231,398,1
231,442,1
231,1931,1
231,224,1
231,1692,1
231,2061,1
231,1919,1
231,1298,1
231,686,1
231,1041,1
231,2073,1
232,59,1
232,2613,1
232,1522,1
232,2342,1
232,1088,1
232,1521,1
232,964,1
233,1551,1
233,1548,1
233,1368,1
233,437,1
233,592,1
233,956,1
233,565,1
233,1936,1
233,875,1
233,388,1
233,1455,1
233,1456,1
233,566,1
233,930,1
233,605,1
233,616,1
233,1243,1
234,1758,1
234,687,1
234,2796,1
234,1558,1
234,2720,1
234,2970,1
234,1556,1
234,1683,1
235,64,1
235,2425,1
235,2478,1
236,1855,1
236,233,1
236,1116,1
236,394,1
236,2172,1
236,549,1
236,1451,1
236,2171,1
236,2808,1
236,593,1
236,1639,1
236,2537,1
236,404,1
236,20,1
236,302,1
236,2170,1
236,2910,1
236,563,1
236,1963,1
236,2779,1
236,2070,1
236,548,1
236,343,1
236,1157,1
236,477,1
236,483,1
236,1357,1
237,398,1
237,2463,1
237,2438,1
237,2669,1
237,1396,1
237,2140,1
237,2702,1
237,1917,1
237,879,1
237,2342,1
237,1687,1
237,1019,1
237,865,1
237,1919,1
237,1538,1
237,1608,1
237,442,1
237,1983,1
237,2665,1
237,883,1
237,1260,1
238,2656,1
238,613,1
238,1686,1
238,1504,1
238,20,1
238,2444,1
238,890,1
238,1279,1
238,417,1
238,437,1
238,1495,1
238,2168,1
238,2747,1
238,72,1
238,562,1
238,231,1
238,1735,1
238,1558,1
238,1671,1
238,1024,1
238,592,1
238,304,1
238,30,1
238,1569,1
238,2779,1
238,649,1
238,2453,1
238,550,1
238,467,1
238,1456,1
238,1609,1
238,1448,1
238,2047,1
238,830,1
238,605,1
238,250,1
238,537,1
238,689,1
238,959,1
238,1579,1
239,1910,1
239,2463,1
239,2818,1
239,1138,1
239,302,1
239,230,1
239,399,1
239,2661,1
239,502,1
239,1543,1
239,510,1
239,499,1
239,2498,1
239,1872,1
239,389,1
239,1323,1
239,597,1
239,482,1
239,1100,1
239,1497,1
239,233,1
239,419,1
239,1759,1
239,643,1
239,308,1
239,2887,1
240,243,1
240,3024,1
240,2043,1
240,467,1
240,1983,1
240,2007,1
241,2260,1
241,2984,1
241,592,1
241,2132,1
241,302,1
241,479,1
241,2167,1
241,509,1
241,526,1
241,2804,1
241,284,1
241,2072,1
242,1975,1
242,2816,1
242,874,1
243,2403,1
243,662,1
243,2817,1
243,606,1
243,1726,1
243,619,1
243,2924,1
243,557,1
243,593,1
243,242,1
243,532,1
243,2097,1
243,19,1
243,2095,1
243,2823,1
243,2260,1
243,624,1
243,533,1
243,550,1
243,596,1
243,668,1
243,284,1
243,251,1
243,2992,1
243,231,1
243,2983,1
243,2966,1
243,589,1
243,344,1
243,2522,1
243,2351,1
243,2061,1
243,621,1
243,800,1
243,620,1
243,2051,1
243,467,1
244,804,1
244,2466,1
244,442,1
244,1265,1
244,2714,1
244,252,1
244,1141,1
244,1543,1
244,1230,1
244,875,1
244,481,1
244,1478,1
244,419,1
244,1025,1
244,1229,1
244,1003,1
244,711,1
244,852,1
244,1605,1
244,2761,1
244,670,1
244,2481,1
244,1286,1
244,1621,1
244,1096,1
245,2821,1
245,2311,1
245,2307,1
245,1949,1
245,2051,1
245,2361,1
245,719,1
246,2025,1
246,668,1
246,629,1
246,2674,1
246,477,1
246,2856,1
246,549,1
246,670,1
246,20,1
246,641,1
247,958,1
247,534,1
247,467,1
247,1872,1
247,1403,1
247,96,1
247,645,1
247,1728,1
247,2025,1
247,2693,1
247,536,1
247,508,1
247,1205,1
247,2557,1
247,1497,1
247,286,1
247,1167,1
247,2090,1
247,1494,1
247,564,1
247,1972,1
247,2101,1
247,561,1
247,1909,1
247,2426,1
247,255,1
247,553,1
247,442,1
247,284,1
248,768,1
248,1324,1
248,1467,1
248,361,1
248,534,1
248,2985,1
248,2637,1
248,1600,1
248,1522,1
248,2509,1
248,1534,1
248,2060,1
248,1014,1
248,1120,1
248,2169,1
248,2973,1
248,1232,1
248,2785,1
248,2982,1
248,1860,1
248,1949,1
248,1406,1
249,1569,1
249,1205,1
249,2505,1
250,1055,1
250,613,1
250,1589,1
250,708,1
250,589,1
250,828,1
250,549,1
250,467,1
250,2772,1
250,1178,1
250,2960,1
250,719,1
250,915,1
250,539,1
250,203,1
250,899,1
250,953,1
250,593,1
250,2911,1
250,1033,1
250,538,1
250,103,1
250,558,1
250,2241,1
250,2971,1
250,567,1
250,525,1
251,1556,1
251,1310,1
251,466,1
251,2789,1
251,1004,1
251,1375,1
251,2509,1
251,1144,1
251,525,1
251,32,1
251,417,1
251,416,1
