userID,itemID,prediction
253,2666,8.001721
253,320,7.8341117
253,2314,7.7058697
255,398,11.618439
255,1324,8.477218
255,1480,8.087268
255,526,7.9066143
255,1100,7.880665
255,130,7.813893
255,2369,7.7028584
255,211,7.5964613
255,338,7.5670934
255,1293,7.4954753
258,2804,8.664101
258,192,8.512845
258,442,8.396885
258,597,8.1498575
258,419,8.105621
258,543,8.062593
258,567,7.84753
258,2531,7.800171
258,416,7.785776
258,58,7.552812
257,629,9.6738205
257,643,8.375889
257,2134,8.311161
257,526,8.207561
257,230,8.203602
257,567,8.128013
257,98,8.071252
257,2343,8.038865
257,635,7.9651766
257,479,7.9650474
229,352,8.997702
229,1633,8.557834
229,337,8.383454
229,212,8.3243065
229,2006,8.3107195
229,1285,8.235412
229,343,8.138509
229,65,8.1308975
229,467,8.067367
229,364,7.998487
269,250,9.641419
269,643,9.280753
269,467,8.964673
269,2167,8.8631525
269,2072,8.504361
269,1579,8.213134
269,544,8.173557
269,567,7.9903097
269,539,7.8605165
269,2061,7.8322086
260,21,9.548359
260,533,9.200396
260,2231,8.974379
260,479,8.854401
260,643,8.361007
260,98,8.181947
260,550,8.118973
260,251,8.096064
260,526,8.037564
260,537,8.033661
246,681,9.291974
246,2851,8.843101
246,2127,8.577278
246,2982,8.498445
246,224,8.481416
246,620,8.30815
246,626,8.154927
246,2905,8.101759
246,628,7.989198
246,2979,7.9761777
284,544,10.082417
284,58,8.774969
284,553,7.848798
284,599,7.6773148
284,65,7.669098
284,2987,7.5959177
284,1735,7.521682
284,627,7.489454
284,337,7.4315352
284,2888,7.353566
295,2333,9.657789
295,2342,8.160287
295,656,7.7181673
295,269,7.706604
295,530,7.17054
295,2351,7.066904
295,1033,6.9538827
295,2465,6.94085
295,320,6.9280233
295,2210,6.883213
297,190,10.504876
297,65,10.417004
297,2531,10.075863
297,250,10.059188
297,203,9.995035
297,2530,9.824034
297,2660,9.823151
297,292,9.805845
297,365,9.290729
297,308,9.226057
302,231,9.777834
302,367,9.462698
302,2910,9.422266
302,2668,9.366347
302,652,9.128531
302,2402,9.10603
302,2742,8.983647
302,2545,8.882904
302,2779,8.859614
302,2351,8.600301
304,301,8.3434925
304,2916,8.20636
304,627,8.204783
304,597,7.956441
304,567,7.857542
304,417,7.698385
304,619,7.6762347
304,672,7.424834
304,485,7.4222302
304,250,7.4093194
311,2474,9.721812
311,127,9.012693
311,1714,8.516845
311,396,8.081024
311,919,7.9908524
311,486,7.9408236
311,398,7.923368
311,65,7.9199467
311,397,7.705035
311,2468,7.525903
313,407,8.5617285
313,360,8.425596
313,308,8.094131
313,1914,8.065836
313,363,8.040687
313,137,7.885609
313,255,7.843768
313,330,7.6109896
313,217,7.5467496
313,208,7.517665
315,2494,9.01932
315,306,8.837857
315,2342,8.83401
315,65,8.509976
315,465,8.245369
315,481,8.063947
315,434,7.9390297
315,442,7.683156
315,2954,7.654465
315,520,7.6389737
318,467,10.283792
318,481,8.624284
318,513,8.623063
318,526,8.618169
318,320,8.135911
318,345,7.833473
318,944,7.7859197
318,367,7.621134
318,1160,7.6056914
318,1072,7.5591626
319,363,10.738213
319,439,10.113151
319,65,8.542676
319,306,8.23588
319,469,8.148902
319,2061,8.134622
319,2007,8.042324
319,255,7.9175625
319,250,7.843626
319,2674,7.7659545
329,259,9.62437
329,2759,9.192892
329,367,9.171286
329,486,9.055292
329,597,8.501934
329,2630,8.139448
329,521,8.036391
329,2816,7.7345166
329,1201,7.3728466
329,1225,7.2644486
128,599,11.434421
128,197,11.24274
128,649,10.829072
128,180,9.972361
128,305,9.906059
128,365,9.380182
128,65,9.330985
128,562,9.213873
128,2545,8.921761
128,306,8.875896
352,1936,10.521789
352,1949,10.379215
352,526,10.167925
352,2006,9.887307
352,250,9.473448
352,398,9.44126
352,565,8.916316
352,442,8.802605
352,467,8.63285
352,292,8.2464
43,65,10.4993925
43,197,9.340198
43,227,9.18208
43,321,9.054786
43,340,8.846535
43,71,8.790366
43,305,8.789866
43,317,8.693474
43,552,8.683285
43,180,8.602142
360,2340,6.693118
360,2406,6.055732
360,314,5.7452974
360,1896,5.4119153
360,99,5.3982453
360,109,5.3132334
360,222,5.290142
360,158,5.1765065
360,2279,5.1237016
360,181,4.833602
139,2008,9.226797
139,565,9.152897
139,564,8.377502
139,2170,8.221833
139,398,7.848257
139,1983,7.8286023
139,2231,7.650951
139,814,7.5567374
139,2009,7.486787
139,2796,7.335723
179,2442,8.229888
179,233,8.194973
179,210,7.868892
179,1983,7.862229
179,2513,7.8238845
179,208,7.7887063
179,146,7.6384053
179,2336,7.593756
179,65,7.435371
179,2532,7.3975887
15,26,7.9211216
15,69,6.7279415
15,147,6.540382
15,1928,6.2468905
15,572,6.20861
15,2593,6.186817
15,2864,5.869735
15,154,5.8398976
15,2238,5.731604
15,2577,5.6781063
175,641,10.798906
175,597,10.352335
175,2532,8.764847
175,153,8.110948
175,338,7.854065
175,569,7.8040886
175,208,7.6735063
175,425,7.67055
175,329,7.425396
175,2621,7.416805
371,451,8.6782675
371,814,8.244333
371,363,8.053795
371,103,8.030173
371,383,7.235424
371,59,7.1879835
371,565,7.186977
371,796,6.989247
371,2455,6.9535336
371,636,6.8881097
98,2425,9.965893
98,75,9.294224
98,321,8.675418
98,2665,8.527013
98,152,8.0067625
98,396,7.9342356
98,2277,7.672976
98,344,7.6703057
98,2530,7.506603
98,128,7.432692
373,12,8.493075
373,1947,8.427895
373,1945,7.345886
373,1847,7.2981477
373,1934,7.243168
373,1807,6.8238907
373,176,6.814555
373,1814,6.548457
373,177,6.5370584
373,1776,6.4469852
374,460,10.57564
374,2006,10.213607
374,1936,9.390781
374,250,9.008812
374,344,8.514604
374,546,8.4970875
374,388,8.355962
374,394,8.307081
374,439,8.137379
374,485,8.055274
378,299,10.132804
378,157,9.458617
378,1863,9.029967
378,39,8.489389
378,291,8.060691
378,239,7.6407623
378,399,7.3507423
378,238,7.307418
378,447,7.1889443
378,468,6.8384705
380,233,8.915765
380,497,8.214393
380,565,8.042022
380,485,7.832921
380,320,7.6556177
380,365,7.600074
380,477,7.5089774
380,65,7.4828215
380,337,7.361688
380,666,7.296439
213,562,9.872677
213,1995,9.258087
213,2007,9.003539
213,655,8.407706
213,2138,8.302991
213,2044,8.282128
213,443,8.147917
213,2008,7.916106
213,1983,7.7684193
213,1994,7.75466
368,355,9.553306
368,430,9.295328
368,485,9.07679
368,255,8.956791
368,113,8.928808
368,481,8.45808
368,562,8.321042
368,233,8.170392
368,317,8.121639
368,477,7.9126625
22,2523,7.319638
22,159,6.8992057
22,2660,6.818137
22,2521,6.674159
22,2255,6.447322
22,1884,6.4432926
22,1794,6.4260774
22,2516,6.4259887
22,630,6.405217
22,2722,5.975736
401,1825,8.744086
401,1839,7.355043
401,2815,6.7600784
401,399,6.7040358
401,2248,6.6458
401,1794,6.5236163
401,1818,6.3566437
401,111,6.342305
401,1782,6.3331475
401,2825,6.071667
407,59,10.908746
407,208,9.755371
407,1936,9.268439
407,203,9.040956
407,2333,9.0099325
407,320,8.969402
407,2215,8.95482
407,2714,8.887903
407,2498,8.700103
407,58,8.619221
413,500,7.654679
413,544,7.5597696
413,63,7.3770266
413,652,7.1551747
413,640,7.132931
413,141,6.917691
413,2283,6.8941035
413,394,6.8834853
413,391,6.7908974
413,340,6.7890205
3,646,9.636718
3,287,9.575274
3,565,9.456989
3,479,9.080608
3,558,8.650087
3,320,8.448908
3,2786,8.082834
3,643,8.025221
3,567,7.9511795
3,227,7.90452
418,2516,8.9012575
418,320,8.712591
418,1949,7.8405094
418,141,7.821772
418,2441,7.787242
418,344,7.3694844
418,814,7.3657312
418,217,7.3560734
418,260,7.2038093
418,253,7.1625333
420,203,10.014026
420,210,9.616331
420,250,8.968999
420,439,8.905289
420,189,8.8061905
420,65,8.75431
420,192,8.746949
420,292,8.734777
420,209,8.566844
420,467,8.491704
421,481,8.015512
421,622,7.9502783
421,499,7.5489345
421,652,7.428728
421,562,7.403473
421,672,7.11216
421,2167,7.0780473
421,286,7.0683384
421,2097,6.9399757
421,2916,6.8954043
431,669,7.786403
431,385,7.589755
431,560,7.4554987
431,2563,7.2180614
431,330,6.8937907
431,375,6.7131705
431,146,6.629065
431,555,6.510557
431,546,6.2451644
431,2124,6.1811395
433,528,8.910924
433,230,8.661885
433,439,8.323621
433,599,7.9898157
433,565,7.942196
433,351,7.8511558
433,497,7.7992153
433,292,7.582497
433,243,7.481671
433,2865,7.459577
437,1825,9.2663555
437,1782,7.448492
437,1977,7.443686
437,2416,7.253191
437,111,6.829196
437,1769,6.8224406
437,1794,6.5059013
437,303,6.302163
437,2521,6.047563
437,1878,5.980001
223,208,8.637929
223,641,8.235909
223,58,8.006706
223,814,7.3708086
223,2469,7.176517
223,218,7.112216
223,65,7.077623
223,220,7.0592537
223,2461,6.978708
223,128,6.873176
327,141,10.615975
327,250,9.752488
327,364,9.438297
327,2396,9.354194
327,2342,9.333635
327,209,9.248712
327,2671,8.882319
327,694,8.780303
327,210,8.767912
327,2314,8.565733
443,190,10.128203
443,569,9.986114
443,2342,9.93525
443,682,9.922052
443,365,9.908808
443,394,9.756235
443,96,9.716806
443,283,9.675094
443,362,9.555921
443,256,9.371059
445,362,10.02301
445,196,8.6137085
445,210,8.508688
445,2006,8.181278
445,1949,7.8634653
445,396,7.8391767
445,1460,7.714093
445,469,7.6947055
445,1923,7.570705
445,810,7.482036
446,481,9.022561
446,306,8.807828
446,502,8.527611
446,3005,8.394591
446,1570,7.7341022
446,1448,7.7099814
446,1513,7.6139197
446,754,7.47088
446,1280,7.4142013
446,1117,7.3593316
447,352,9.126838
447,2425,8.648889
447,2461,8.617295
447,2435,8.069297
447,339,7.895643
447,242,7.4753637
447,209,7.466795
447,1949,7.443952
447,225,7.4244766
447,350,7.0625978
389,349,8.9553995
389,2674,8.20934
389,2701,8.111834
389,2463,7.817545
389,317,7.684268
389,497,7.459608
389,363,7.437285
389,480,7.406684
389,2545,7.371671
389,391,7.2644386
456,1775,5.553628
456,1798,5.3834114
456,1788,5.201621
456,981,5.0465746
456,1270,5.0130157
456,1003,5.008662
456,2747,4.895482
456,2040,4.8298492
456,1869,4.8163333
456,1863,4.693529
457,1949,8.82373
457,2169,7.696613
457,2167,7.5759473
457,2168,7.5252304
457,1107,7.4832854
457,1920,7.3512263
457,2262,7.309944
457,2025,7.301703
457,479,7.2760873
457,353,7.2630115
148,641,9.17677
148,214,8.888761
148,615,8.7034235
148,599,8.100813
148,368,7.9970593
148,373,7.83772
148,548,7.757435
148,17,7.5881305
148,553,7.5743985
148,180,7.558387
463,2779,8.3722515
463,58,8.018889
463,628,7.9546356
463,231,7.8659034
463,641,7.810095
463,3010,7.7315526
463,673,7.716401
463,233,7.670648
463,596,7.6701875
463,1887,7.655537
467,112,9.273492
467,481,8.156266
467,1949,8.05206
467,815,7.971535
467,1038,7.9137363
467,233,7.818189
467,705,7.679819
467,1483,7.6059504
467,2018,7.574202
467,3009,7.572874
162,208,8.755358
162,449,8.317888
162,365,7.95855
162,127,7.8829813
162,1990,7.763195
162,599,7.746012
162,360,7.603442
162,255,7.5548625
162,243,7.5069356
162,379,7.3990383
476,365,10.062519
476,196,9.300658
476,325,8.977684
476,1603,8.958735
476,544,8.69475
476,190,8.622723
476,137,8.21934
476,211,8.064531
476,350,8.0405035
476,2531,7.905369
481,2006,10.1326065
481,2777,9.373975
481,1936,9.286213
481,418,9.246884
481,2945,9.03375
481,1949,8.950449
481,361,8.804974
481,364,8.603832
481,2008,8.318285
481,2139,8.181103
484,429,10.129351
484,422,9.21606
484,1936,8.172455
484,562,8.160919
484,2661,8.079189
484,65,8.06439
484,2125,7.8761854
484,250,7.857604
484,674,7.7341146
484,479,7.717806
487,611,9.917248
487,397,8.835001
487,215,8.692796
487,430,8.479292
487,317,8.270628
487,460,8.119783
487,526,7.9725437
487,360,7.9665084
487,467,7.846141
487,243,7.743891
425,385,8.86022
425,2006,8.473024
425,218,7.8828163
425,392,7.812376
425,211,7.752605
425,2932,7.680481
425,398,7.673436
425,308,7.6551056
425,2974,7.6030493
425,443,7.5477257
492,419,14.919255
492,250,14.265119
492,544,13.40709
492,292,12.559342
492,2786,12.093939
492,565,11.783376
492,467,11.76237
492,2865,11.361195
492,479,11.2761755
492,1949,11.0416155
493,481,8.839822
493,2669,8.721416
493,2456,8.565833
493,2638,8.234913
493,2674,8.21608
493,313,8.128185
493,499,8.085431
493,3040,8.078221
493,2842,7.984622
493,434,7.982654
494,565,10.726717
494,481,10.433826
494,385,10.288878
494,390,9.429918
494,422,9.379901
494,405,9.359986
494,65,8.727447
494,349,8.6168165
494,243,8.517667
494,2674,8.452774
497,528,9.653589
497,467,9.353818
497,526,9.040922
497,2061,8.592666
497,1998,8.348629
497,2102,7.933978
497,417,7.922928
497,481,7.8754907
497,1910,7.578104
497,1887,7.557548
500,597,10.728336
500,112,10.032213
500,488,9.642751
500,477,9.434281
500,486,9.37971
500,364,9.300943
500,470,9.180038
500,543,8.936001
500,250,8.872612
500,565,8.778879
501,250,8.644582
501,180,8.623486
501,2346,8.385495
501,1328,8.228497
501,59,7.760896
501,389,7.566005
501,540,7.5448794
501,1133,7.49541
501,1936,7.2968297
501,128,7.278383
502,190,10.300112
502,59,9.932868
502,58,9.806795
502,192,9.55111
502,136,9.425775
502,211,9.321532
502,209,8.806148
502,123,8.785184
502,620,8.611625
502,218,8.546629
503,220,8.984036
503,2465,8.272133
503,58,7.9863963
503,650,7.9233828
503,2279,7.918061
503,535,7.866545
503,2706,7.823563
503,792,7.8229394
503,231,7.7422833
503,266,7.7278466
508,146,8.875953
508,478,8.504828
508,439,7.6520534
508,250,7.5588207
508,310,7.4188576
508,430,7.3898916
508,2242,7.237255
508,208,7.1176867
508,350,7.0621333
508,369,7.018865
511,544,10.574921
511,567,10.116776
511,96,9.774531
511,556,9.220587
511,533,8.377718
511,551,8.371843
511,243,8.175495
511,566,8.128078
511,539,8.051178
511,535,8.018602
53,250,12.606039
53,564,10.563063
53,443,10.004134
53,528,9.883538
53,2786,9.375966
53,2979,9.357699
53,479,9.299852
53,557,9.295113
53,558,9.2593155
53,1949,9.149673
512,2757,9.8479395
512,360,9.305719
512,407,8.85029
512,343,8.837029
512,243,8.806021
512,2684,8.623217
512,485,8.6223
512,2555,8.610944
512,2402,8.496021
512,250,8.489499
516,2995,8.313241
516,2242,8.1670475
516,2596,7.8841176
516,367,7.826799
516,2314,7.8250685
516,2266,7.704498
516,2372,7.6702394
516,351,7.607715
516,2736,7.5565386
516,2742,7.5312185
119,399,9.003085
119,299,8.439528
119,1895,7.724432
119,1765,6.9394374
119,424,6.904627
119,75,6.8181868
119,425,6.6398683
119,1872,6.5406585
119,39,6.4881425
119,468,6.4517756
534,561,8.953646
534,175,8.185208
534,365,8.124788
534,1932,8.0202875
534,652,7.8565493
534,242,7.4794602
534,107,7.432615
534,275,7.4238157
534,209,7.318912
534,325,7.2308125
538,2249,7.771898
538,1779,7.2737556
538,2028,6.903162
538,24,6.6771283
538,1784,6.674396
538,1777,6.642196
538,1872,6.5818853
538,91,6.239668
538,75,6.1052217
538,1821,6.0920024
540,2266,8.643909
540,2995,8.551682
540,2739,8.38329
540,2652,8.050261
540,2712,8.033876
540,2836,7.6641383
540,2330,7.595906
540,2286,7.444597
540,2491,7.1681256
540,2787,7.093055
515,1765,9.9646
515,1963,9.22864
515,113,8.984663
515,2079,8.518925
515,323,8.234668
515,361,7.876248
515,2121,7.8735375
515,1863,7.8543873
515,2047,7.7517176
515,209,7.6812162
343,1825,9.841141
343,1859,9.716806
343,1839,9.30991
343,1934,8.910323
343,2035,8.342165
343,1777,7.980787
343,2588,7.532134
343,1943,7.4467564
343,2066,7.0641484
343,1938,7.021786
426,75,9.819992
426,121,6.989206
426,548,6.8577366
426,285,6.677072
426,42,6.6540327
426,1773,6.6500325
426,28,6.4948897
426,1784,6.3967795
426,2246,6.3850837
426,89,6.352542
555,1925,6.584166
555,2035,6.262175
555,1822,5.726612
555,303,5.6869354
555,1839,5.5853214
555,1838,5.5123105
555,1907,5.503099
555,1928,5.4921603
555,721,5.4454093
555,399,5.4032416
557,2009,5.604073
557,118,5.448368
557,2406,5.4454966
557,3057,5.164831
557,2028,4.789269
557,794,4.7508783
557,425,4.682824
557,720,4.6617723
557,1981,4.5647054
557,282,4.5182614
177,72,9.034666
177,2737,7.7007465
177,609,7.535917
177,71,7.4970994
177,2130,7.270604
177,383,7.1197696
177,1855,7.026868
177,676,6.9209175
177,2670,6.806931
177,175,6.7305365
568,242,9.856755
568,2531,9.844633
568,58,9.599501
568,203,9.34946
568,2494,9.222595
568,59,9.174344
568,2436,9.12773
568,65,9.068032
568,292,8.993104
568,2461,8.961334
569,238,7.9309974
569,157,7.901232
569,328,7.784714
569,331,7.766567
569,198,7.4757824
569,280,7.4740267
569,447,7.184764
569,39,7.096754
569,184,6.4555845
569,213,6.261323
571,2028,7.578937
571,2054,7.443727
571,1773,7.0572453
