userID,itemID,rating
727,48,1
723,48,1
729,48,1
730,48,1
127,48,1
732,48,1
263,49,1
734,49,1
735,49,1
736,49,1
738,49,1
639,49,1
20,49,1
127,49,1
739,49,1
583,49,1
685,49,1
529,50,1
155,50,1
741,50,1
269,50,1
742,50,1
745,50,1
139,50,1
396,50,1
747,50,1
57,51,1
1,51,1
210,51,1
750,51,1
754,51,1
160,51,1
756,51,1
41,51,1
757,51,1
109,51,1
763,51,1
206,51,1
98,51,1
764,51,1
182,52,1
766,52,1
723,52,1
683,52,1
767,52,1
768,52,1
769,53,1
406,53,1
771,53,1
773,53,1
774,53,1
775,53,1
750,53,1
779,53,1
420,53,1
782,53,1
146,53,1
377,53,1
356,53,1
783,53,1
425,53,1
755,53,1
785,53,1
786,53,1
737,53,1
536,53,1
392,53,1
74,53,1
717,53,1
792,53,1
793,53,1
460,53,1
794,53,1
701,54,1
14,54,1
795,54,1
799,54,1
800,54,1
159,54,1
801,54,1
802,54,1
803,54,1
201,54,1
807,54,1
808,54,1
162,54,1
126,54,1
74,54,1
179,54,1
810,55,1
811,55,1
812,55,1
120,55,1
725,55,1
818,55,1
527,55,1
168,55,1
819,56,1
823,56,1
699,56,1
824,56,1
825,56,1
333,56,1
826,56,1
57,57,1
827,57,1
422,57,1
830,57,1
831,57,1
833,57,1
834,57,1
716,57,1
835,57,1
459,57,1
836,57,1
191,57,1
449,57,1
837,58,1
839,58,1
282,58,1
388,58,1
840,58,1
841,58,1
842,58,1
846,58,1
848,58,1
849,58,1
827,58,1
850,58,1
851,58,1
1,58,1
854,58,1
677,58,1
855,58,1
856,58,1
857,58,1
861,58,1
862,58,1
863,58,1
864,58,1
866,58,1
868,58,1
869,58,1
286,58,1
870,58,1
64,58,1
872,58,1
873,58,1
226,58,1
874,58,1
875,58,1
266,58,1
290,58,1
547,58,1
879,58,1
143,58,1
750,58,1
881,58,1
882,58,1
215,58,1
885,58,1
886,58,1
887,58,1
889,58,1
420,58,1
890,58,1
891,58,1
269,58,1
892,58,1
893,58,1
894,58,1
895,58,1
896,58,1
897,58,1
898,58,1
828,58,1
899,58,1
47,58,1
900,58,1
902,58,1
904,58,1
905,58,1
906,58,1
910,58,1
911,58,1
912,58,1
913,58,1
916,58,1
917,58,1
918,58,1
457,58,1
919,58,1
492,58,1
921,58,1
922,58,1
924,58,1
925,58,1
926,58,1
927,58,1
103,58,1
536,58,1
929,58,1
19,58,1
496,58,1
933,58,1
934,58,1
935,58,1
936,58,1
937,58,1
939,58,1
941,58,1
942,58,1
434,58,1
944,58,1
832,58,1
947,58,1
948,58,1
950,58,1
952,58,1
953,58,1
954,58,1
956,58,1
712,58,1
757,58,1
958,58,1
758,58,1
960,58,1
501,58,1
962,58,1
326,58,1
139,58,1
966,58,1
109,58,1
699,58,1
968,58,1
552,58,1
969,58,1
971,58,1
973,58,1
976,58,1
761,58,1
83,58,1
978,58,1
980,58,1
981,58,1
982,58,1
983,58,1
244,58,1
984,58,1
173,58,1
985,58,1
986,58,1
352,58,1
988,58,1
989,58,1
990,58,1
765,58,1
992,58,1
993,58,1
996,58,1
997,58,1
998,58,1
999,58,1
671,58,1
1001,58,1
1002,58,1
1003,58,1
1008,58,1
1009,58,1
86,58,1
388,59,1
1013,59,1
1015,59,1
844,59,1
1016,59,1
170,59,1
845,59,1
1017,59,1
1018,59,1
0,59,1
848,59,1
1020,59,1
1021,59,1
1022,59,1
854,59,1
560,59,1
772,59,1
1025,59,1
61,59,1
1026,59,1
859,59,1
1028,59,1
1029,59,1
774,59,1
1030,59,1
1032,59,1
1033,59,1
1034,59,1
1037,59,1
1040,59,1
1041,59,1
870,59,1
64,59,1
1044,59,1
876,59,1
1045,59,1
46,59,1
1046,59,1
1048,59,1
777,59,1
1049,59,1
1050,59,1
1051,59,1
1052,59,1
1053,59,1
883,59,1
1056,59,1
891,59,1
269,59,1
298,59,1
892,59,1
1062,59,1
900,59,1
1063,59,1
1064,59,1
1065,59,1
905,59,1
377,59,1
576,59,1
1068,59,1
909,59,1
94,59,1
1070,59,1
1072,59,1
147,59,1
1073,59,1
1074,59,1
917,59,1
918,59,1
457,59,1
1076,59,1
1077,59,1
1078,59,1
1079,59,1
1080,59,1
1081,59,1
311,59,1
495,59,1
932,59,1
1084,59,1
1085,59,1
1086,59,1
935,59,1
1088,59,1
104,59,1
1089,59,1
150,59,1
236,59,1
944,59,1
1092,59,1
1093,59,1
1096,59,1
1097,59,1
322,59,1
1098,59,1
712,59,1
757,59,1
1099,59,1
958,59,1
959,59,1
961,59,1
964,59,1
790,59,1
1103,59,1
650,59,1
552,59,1
1105,59,1
1106,59,1
970,59,1
476,59,1
1107,59,1
971,59,1
972,59,1
1109,59,1
974,59,1
1111,59,1
1112,59,1
1113,59,1
980,59,1
685,59,1
984,59,1
44,59,1
1116,59,1
987,59,1
693,59,1
1120,59,1
992,59,1
1121,59,1
1122,59,1
993,59,1
1123,59,1
994,59,1
1125,59,1
999,59,1
1000,59,1
1127,59,1
1129,59,1
1130,59,1
1131,59,1
1132,59,1
1133,60,1
696,60,1
1135,60,1
175,60,1
1136,60,1
29,60,1
18,60,1
457,60,1
1137,60,1
1139,60,1
1140,60,1
1141,60,1
326,60,1
139,60,1
649,60,1
385,60,1
541,60,1
1142,61,1
529,61,1
29,61,1
1143,61,1
711,61,1
1145,61,1
109,61,1
155,62,1
598,62,1
1146,62,1
828,62,1
522,62,1
176,62,1
550,62,1
151,62,1
1147,63,1
1148,63,1
1149,63,1
1150,63,1
1152,63,1
1153,63,1
1154,63,1
182,63,1
1156,63,1
676,63,1
1161,63,1
1029,63,1
1166,63,1
1030,63,1
1167,63,1
1037,63,1
865,63,1
89,63,1
1168,63,1
1170,63,1
196,63,1
1173,63,1
1174,63,1
608,63,1
215,63,1
1177,63,1
1178,63,1
1180,63,1
1184,63,1
1187,63,1
467,63,1
1188,63,1
1189,63,1
377,63,1
1191,63,1
1192,63,1
1193,63,1
1195,63,1
549,63,1
1197,63,1
1198,63,1
429,63,1
1201,63,1
1202,63,1
1203,63,1
1204,63,1
1205,63,1
19,63,1
1207,63,1
633,63,1
1208,63,1
1209,63,1
1210,63,1
1211,63,1
50,63,1
135,63,1
1213,63,1
1214,63,1
1215,63,1
1140,63,1
1218,63,1
1219,63,1
327,63,1
1220,63,1
1223,63,1
1224,63,1
652,63,1
1225,63,1
970,63,1
1226,63,1
1227,63,1
1229,63,1
1230,63,1
1231,63,1
1234,63,1
1236,63,1
1237,63,1
1238,63,1
1239,63,1
1240,63,1
1241,63,1
1242,63,1
1243,63,1
665,63,1
331,63,1
1245,63,1
1246,63,1
1247,63,1
1248,63,1
1250,63,1
1253,63,1
1254,64,1
723,64,1
1182,64,1
188,64,1
1256,64,1
78,64,1
222,64,1
238,64,1
1228,64,1
1258,65,1
529,65,1
282,65,1
1260,65,1
99,65,1
1261,65,1
1150,65,1
261,65,1
1262,65,1
1010,65,1
1011,65,1
1264,65,1
1015,65,1
76,65,1
595,65,1
1266,65,1
1267,65,1
1268,65,1
1269,65,1
1270,65,1
1154,65,1
1272,65,1
1274,65,1
1275,65,1
1277,65,1
701,65,1
695,65,1
1020,65,1
1279,65,1
1159,65,1
1280,65,1
1281,65,1
1283,65,1
1287,65,1
1288,65,1
1289,65,1
1022,65,1
1291,65,1
1161,65,1
1292,65,1
365,65,1
852,65,1
1293,65,1
677,65,1
795,65,1
1295,65,1
389,65,1
1296,65,1
773,65,1
1300,65,1
858,65,1
1302,65,1
1303,65,1
860,65,1
600,65,1
1306,65,1
264,65,1
530,65,1
1308,65,1
45,65,1
863,65,1
1309,65,1
1311,65,1
1312,65,1
1314,65,1
411,65,1
1037,65,1
1316,65,1
1317,65,1
1318,65,1
1321,65,1
1323,65,1
1039,65,1
336,65,1
214,65,1
1324,65,1
1325,65,1
870,65,1
1326,65,1
1329,65,1
1330,65,1
1334,65,1
872,65,1
1336,65,1
65,65,1
1338,65,1
749,65,1
1339,65,1
1342,65,1
565,65,1
46,65,1
1046,65,1
1346,65,1
1348,65,1
1349,65,1
777,65,1
778,65,1
1049,65,1
1351,65,1
1353,65,1
1354,65,1
1053,65,1
1355,65,1
144,65,1
1357,65,1
1358,65,1
1359,65,1
1360,65,1
608,65,1
1362,65,1
368,65,1
1364,65,1
1367,65,1
1369,65,1
610,65,1
887,65,1
1371,65,1
889,65,1
1176,65,1
1373,65,1
296,65,1
1375,65,1
1377,65,1
216,65,1
1380,65,1
892,65,1
1381,65,1
1382,65,1
893,65,1
1383,65,1
1387,65,1
896,65,1
1389,65,1
1391,65,1
1393,65,1
1185,65,1
1395,65,1
47,65,1
900,65,1
1063,65,1
1397,65,1
1398,65,1
251,65,1
1400,65,1
489,65,1
1403,65,1
1404,65,1
1405,65,1
1406,65,1
1407,65,1
1410,65,1
1412,65,1
1413,65,1
303,65,1
1414,65,1
1416,65,1
910,65,1
1417,65,1
1071,65,1
1419,65,1
1420,65,1
1072,65,1
830,65,1
1421,65,1
1424,65,1
468,65,1
1426,65,1
1427,65,1
1428,65,1
1430,65,1
1196,65,1
1432,65,1
1433,65,1
803,65,1
549,65,1
620,65,1
1434,65,1
1435,65,1
1437,65,1
1438,65,1
1439,65,1
754,65,1
784,65,1
1440,65,1
916,65,1
1442,65,1
1076,65,1
1444,65,1
122,65,1
1445,65,1
30,65,1
1449,65,1
1450,65,1
1451,65,1
1452,65,1
1453,65,1
1200,65,1
737,65,1
1455,65,1
1456,65,1
1081,65,1
1459,65,1
1460,65,1
1461,65,1
729,65,1
430,65,1
371,65,1
1463,65,1
77,65,1
536,65,1
1464,65,1
1465,65,1
929,65,1
579,65,1
1466,65,1
1467,65,1
1085,65,1
1469,65,1
1472,65,1
1473,65,1
1474,65,1
1476,65,1
458,65,1
1477,65,1
1478,65,1
1479,65,1
1480,65,1
1138,65,1
1481,65,1
1207,65,1
499,65,1
1089,65,1
1090,65,1
1486,65,1
1487,65,1
105,65,1
1488,65,1
79,65,1
434,65,1
1491,65,1
1492,65,1
1493,65,1
1494,65,1
1495,65,1
41,65,1
1497,65,1
1498,65,1
1499,65,1
1500,65,1
1093,65,1
1501,65,1
691,65,1
1502,65,1
392,65,1
436,65,1
1096,65,1
107,65,1
178,65,1
1504,65,1
1506,65,1
1507,65,1
1097,65,1
1508,65,1
1509,65,1
1510,65,1
1511,65,1
1513,65,1
1515,65,1
323,65,1
1098,65,1
7,65,1
1516,65,1
1517,65,1
1519,65,1
394,65,1
960,65,1
1520,65,1
1521,65,1
961,65,1
126,65,1
358,65,1
258,65,1
1524,65,1
1525,65,1
1102,65,1
1527,65,1
1528,65,1
1530,65,1
745,65,1
328,65,1
648,65,1
739,65,1
1534,65,1
1535,65,1
1536,65,1
1539,65,1
1540,65,1
552,65,1
1541,65,1
1542,65,1
1543,65,1
652,65,1
1546,65,1
504,65,1
1548,65,1
1549,65,1
1550,65,1
1551,65,1
476,65,1
1552,65,1
971,65,1
350,65,1
1108,65,1
1555,65,1
1556,65,1
1557,65,1
1558,65,1
1559,65,1
1560,65,1
835,65,1
1561,65,1
976,65,1
761,65,1
1563,65,1
506,65,1
791,65,1
1566,65,1
1112,65,1
980,65,1
1570,65,1
1571,65,1
1573,65,1
763,65,1
984,65,1
1574,65,1
1575,65,1
1576,65,1
986,65,1
359,65,1
1577,65,1
693,65,1
1581,65,1
988,65,1
1582,65,1
989,65,1
1584,65,1
1585,65,1
1587,65,1
1588,65,1
1589,65,1
113,65,1
1592,65,1
166,65,1
1595,65,1
1596,65,1
460,65,1
1243,65,1
694,65,1
384,65,1
1597,65,1
1598,65,1
1600,65,1
667,65,1
1601,65,1
1602,65,1
668,65,1
1603,65,1
141,65,1
1604,65,1
1607,65,1
1608,65,1
332,65,1
1609,65,1
1610,65,1
1612,65,1
999,65,1
671,65,1
333,65,1
1614,65,1
1615,65,1
1246,65,1
116,65,1
397,65,1
1003,65,1
1618,65,1
1620,65,1
1621,65,1
1249,65,1
1622,65,1
334,65,1
1624,65,1
1625,65,1
1626,65,1
1627,65,1
1629,65,1
1630,65,1
1132,65,1
1631,66,1
66,66,1
1632,66,1
710,66,1
80,66,1
1633,66,1
1634,66,1
129,67,1
519,67,1
1386,67,1
422,67,1
423,67,1
457,67,1
1207,67,1
1636,67,1
322,67,1
164,67,1
44,67,1
1638,67,1
554,67,1
1639,67,1
705,68,1
463,68,1
210,68,1
218,68,1
426,68,1
392,68,1
507,68,1
173,68,1
527,68,1
88,69,1
183,69,1
408,69,1
194,69,1
1255,69,1
368,69,1
895,69,1
187,69,1
199,69,1
381,69,1
135,69,1
964,69,1
1646,69,1
145,70,1
1422,70,1
43,70,1
373,70,1
1011,71,1
1649,71,1
1133,71,1
1650,71,1
1651,71,1
1299,71,1
1652,71,1
1654,71,1
876,71,1
1655,71,1
1656,71,1
1657,71,1
368,71,1
1659,71,1
1394,71,1
1396,71,1
422,71,1
1402,71,1
1663,71,1
94,71,1
1664,71,1
623,71,1
1445,71,1
1666,71,1
926,71,1
523,71,1
1669,71,1
1465,71,1
19,71,1
936,71,1
1672,71,1
434,71,1
1674,71,1
139,71,1
109,71,1
1675,71,1
969,71,1
1676,71,1
1229,71,1
763,71,1
44,71,1
693,71,1
765,71,1
384,71,1
1679,71,1
1680,71,1
207,72,1
281,72,1
1683,72,1
1684,72,1
727,72,1
1292,72,1
1685,72,1
1650,72,1
409,72,1
410,72,1
399,72,1
1686,72,1
64,72,1
796,72,1
289,72,1
872,72,1
749,72,1
877,72,1
1656,72,1
1657,72,1
143,72,1
707,72,1
779,72,1
368,72,1
1182,72,1
422,72,1
799,72,1
908,72,1
93,72,1
187,72,1
521,72,1
736,72,1
457,72,1
1667,72,1
428,72,1
785,72,1
1456,72,1
1457,72,1
1688,72,1
19,72,1
1691,72,1
814,72,1
161,72,1
738,72,1
1102,72,1
372,72,1
205,72,1
139,72,1
442,72,1
109,72,1
1693,72,1
979,72,1
330,72,1
1695,72,1
1697,72,1
997,72,1
527,72,1
1699,72,1
1700,73,1
66,73,1
158,73,1
1701,73,1
520,73,1
132,73,1
458,73,1
683,73,1
738,73,1
223,73,1
373,73,1
819,74,1
1706,74,1
1707,74,1
1708,74,1
1695,74,1
1710,74,1
1711,74,1
590,75,1
1712,75,1
701,75,1
61,75,1
696,75,1
210,75,1
335,75,1
1317,75,1
175,75,1
548,75,1
535,75,1
614,75,1
1717,75,1
1718,75,1
577,75,1
427,75,1
471,75,1
148,75,1
341,75,1
1702,75,1
1462,75,1
380,75,1
580,75,1
1719,75,1
132,75,1
161,75,1
1488,75,1
1721,75,1
382,75,1
1723,75,1
1724,75,1
717,75,1
507,75,1
396,75,1
173,75,1
206,75,1
12,75,1
360,75,1
383,75,1
1597,75,1
387,75,1
527,75,1
86,75,1
1726,76,1
516,76,1
519,76,1
1727,76,1
211,76,1
147,76,1
457,76,1
345,76,1
1224,76,1
527,76,1
257,77,1
1728,77,1
130,77,1
159,77,1
1729,77,1
824,77,1
696,78,1
1731,78,1
1732,78,1
197,78,1
906,78,1
1718,78,1
162,78,1
459,78,1
811,79,1
59,79,1
598,79,1
424,79,1
1734,79,1
579,79,1
433,79,1
1735,79,1
111,79,1
168,79,1
183,80,1
217,80,1
427,80,1
729,80,1
357,80,1
137,80,1
265,81,1
36,81,1
37,81,1
1384,81,1
94,81,1
366,81,1
1739,81,1
1702,81,1
357,81,1
1741,81,1
1742,81,1
684,81,1
111,81,1
444,81,1
383,81,1
696,82,1
1743,82,1
804,82,1
433,82,1
44,82,1
362,82,1
409,83,1
904,83,1
457,83,1
1702,83,1
1750,83,1
1488,83,1
1643,83,1
1751,83,1
1752,83,1
325,83,1
139,83,1
1581,83,1
1754,83,1
266,84,1
1189,84,1
801,84,1
457,84,1
1756,84,1
1758,84,1
731,84,1
1703,84,1
515,85,1
705,85,1
1759,85,1
422,85,1
433,85,1
1642,85,1
1757,85,1
127,85,1
98,85,1
22,85,1
1762,86,1
1763,86,1
871,86,1
269,86,1
1764,86,1
123,86,1
1494,86,1
80,86,1
769,87,1
208,87,1
1766,87,1
1767,87,1
550,87,1
1751,87,1
204,87,1
207,88,1
463,88,1
1769,88,1
1325,88,1
610,88,1
799,88,1
1770,88,1
77,88,1
177,88,1
791,88,1
244,88,1
14,89,1
15,89,1
864,89,1
214,89,1
367,89,1
187,89,1
176,89,1
433,89,1
111,89,1
396,89,1
1771,89,1
796,90,1
1772,90,1
197,90,1
136,90,1
151,90,1
835,90,1
152,90,1
140,90,1
183,91,1
257,91,1
822,91,1
471,91,1
699,91,1
980,91,1
383,91,1
3,92,1
1775,92,1
545,92,1
1553,92,1
181,92,1
22,92,1
192,92,1
362,92,1
1777,93,1
742,93,1
123,93,1
78,93,1
1779,94,1
120,94,1
1071,94,1
255,94,1
137,94,1
152,94,1
44,94,1
1587,94,1
453,95,1
722,95,1
1783,95,1
377,95,1
456,95,1
1687,95,1
371,95,1
313,95,1
458,95,1
433,95,1
319,95,1
1785,95,1
1100,95,1
347,95,1
350,95,1
1786,95,1
1788,95,1
1789,96,1
1281,96,1
1,96,1
1790,96,1
1791,96,1
1792,96,1
1793,96,1
3,96,1
227,96,1
175,96,1
292,96,1
1049,96,1
880,96,1
1795,96,1
1796,96,1
881,96,1
419,96,1
741,96,1
1797,96,1
1798,96,1
1800,96,1
900,96,1
158,96,1
1801,96,1
1802,96,1
301,96,1
1803,96,1
1403,96,1
29,96,1
1423,96,1
1664,96,1
472,96,1
1806,96,1
1448,96,1
709,96,1
201,96,1
1809,96,1
1810,96,1
710,96,1
319,96,1
816,96,1
1811,96,1
1507,96,1
1813,96,1
1814,96,1
172,96,1
1816,96,1
151,96,1
1819,96,1
1820,96,1
718,96,1
1229,96,1
1237,96,1
746,96,1
1243,96,1
1822,96,1
1625,96,1
1824,97,1
1333,97,1
175,97,1
211,97,1
217,97,1
220,97,1
1641,97,1
324,97,1
1826,97,1
191,97,1
559,97,1
1259,98,1
261,98,1
1782,98,1
1292,98,1
1631,98,1
517,98,1
1302,98,1
1308,98,1
1037,98,1
867,98,1
1827,98,1
3,98,1
1828,98,1
414,98,1
265,98,1
1170,98,1
228,98,1
1395,98,1
1802,98,1
1422,98,1
457,98,1
1442,98,1
341,98,1
1688,98,1
233,98,1
1204,98,1
1833,98,1
1488,98,1
434,98,1
1741,98,1
816,98,1
1835,98,1
151,98,1
969,98,1
1837,98,1
1561,98,1
1838,98,1
83,98,1
792,98,1
1839,98,1
1580,98,1
278,98,1
1588,98,1
746,98,1
1243,98,1
1597,98,1
1841,98,1
1842,98,1
1629,98,1
1843,99,1
1762,99,1
598,99,1
1310,99,1
1763,99,1
1734,99,1
20,99,1
726,99,1
1758,99,1
699,99,1
740,99,1
1845,99,1
1580,99,1
1846,99,1
677,100,1
575,100,1
1849,100,1
347,100,1
163,100,1
396,100,1
98,100,1
167,100,1
35,101,1
1851,101,1
816,101,1
134,101,1
1721,101,1
238,101,1
416,102,1
367,102,1
612,102,1
710,102,1
138,102,1
383,102,1
282,103,1
461,103,1
1280,103,1
855,103,1
1307,103,1
864,103,1
412,103,1
1321,103,1
65,103,1
568,103,1
697,103,1
900,103,1
1402,103,1
366,103,1
1445,103,1
1855,103,1
1480,103,1
947,103,1
1499,103,1
435,103,1
823,103,1
1858,103,1
163,103,1
762,103,1
1573,103,1
1860,103,1
765,103,1
1604,103,1
1861,103,1
1774,104,1
1321,104,1
569,104,1
127,104,1
767,104,1
526,104,1
22,104,1
1700,105,1
35,105,1
466,105,1
369,105,1
822,105,1
366,105,1
148,105,1
1476,105,1
1868,105,1
395,105,1
584,105,1
383,105,1
1870,106,1
1727,106,1
1060,106,1
1872,106,1
1729,106,1
50,106,1
96,106,1
1700,107,1
1874,107,1
1875,107,1
1035,107,1
1321,107,1
336,107,1
869,107,1
337,107,1
226,107,1
775,107,1
1877,107,1
418,107,1
1878,107,1
1879,107,1
1880,107,1
1882,107,1
799,107,1
1883,107,1
910,107,1
